"HelpUri","ResolvedCommandName","DisplayName","ReferencedCommand","ResolvedCommand","Definition","Options","Description","OutputType","Name","CommandType","Source","Version","Visibility","ModuleName","Module","RemotingCapability","Parameters","ParameterSets"
"",,,,,"Get-PnPSubscribeSharePointNewsDigest
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPSubscribeSharePointNewsDigest","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPSubWeb
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPSubWeb","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPSubWebs
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPSubWebs","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPSyntexModel
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPSyntexModel","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPSyntexModelPublication
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPSyntexModelPublication","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTaxonomyItem
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTaxonomyItem","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTaxonomySession
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTaxonomySession","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTeamsApp
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTeamsApp","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTeamsChannel
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTeamsChannel","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTeamsChannelMessage
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTeamsChannelMessage","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTeamsTab
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTeamsTab","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTeamsTeam
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTeamsTeam","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTeamsUser
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTeamsUser","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTemporarilyDisableAppBar
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTemporarilyDisableAppBar","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenant
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenant","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenantAppCatalogUrl
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenantAppCatalogUrl","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenantCdnEnabled
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenantCdnEnabled","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenantCdnOrigin
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenantCdnOrigin","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenantCdnPolicies
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenantCdnPolicies","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenantId
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenantId","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenantRecycleBinItem
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenantRecycleBinItem","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenantSequence
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenantSequence","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenantSequenceSite
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenantSequenceSite","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenantServicePrincipal
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenantServicePrincipal","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenantServicePrincipalPermissionGrants
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenantServicePrincipalPermissionGrants","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenantServicePrincipalPermissionRequests
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenantServicePrincipalPermissionRequests","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenantSite
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenantSite","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenantSyncClientRestriction
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenantSyncClientRestriction","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenantTemplate
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenantTemplate","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTenantTheme
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTenantTheme","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTerm
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTerm","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTermGroup
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTermGroup","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTermLabel
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTermLabel","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTermSet
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTermSet","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTheme
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTheme","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPTimeZoneId
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPTimeZoneId","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPUnifiedAuditLog
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPUnifiedAuditLog","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPUPABulkImportStatus
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPUPABulkImportStatus","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPUser
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPUser","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPUserOneDriveQuota
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPUserOneDriveQuota","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPUserProfileProperty
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPUserProfileProperty","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPView
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPView","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPWeb
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPWeb","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPWebhookSubscriptions
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPWebhookSubscriptions","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPWebPart
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPWebPart","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPWebPartProperty
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPWebPartProperty","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPWebPartXml
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPWebPartXml","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPWebTemplates
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPWebTemplates","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-PnPWikiPageContent
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PnPWikiPageContent","Cmdlet","PnP.PowerShell","1.5.0","Public","PnP.PowerShell","PnP.PowerShell","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2096814",,,,,"
Get-Process [[-Name] <string[]>] [-Module] [-FileVersionInfo] [<CommonParameters>]

Get-Process [[-Name] <string[]>] -IncludeUserName [<CommonParameters>]

Get-Process -Id <int[]> [-Module] [-FileVersionInfo] [<CommonParameters>]

Get-Process -Id <int[]> -IncludeUserName [<CommonParameters>]

Get-Process -InputObject <Process[]> [-Module] [-FileVersionInfo] [<CommonParameters>]

Get-Process -InputObject <Process[]> -IncludeUserName [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-Process","Cmdlet","Microsoft.PowerShell.Management","7.0.0.0","Public","Microsoft.PowerShell.Management","Microsoft.PowerShell.Management","SupportedByCommand","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-ProcessMitigation
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-ProcessMitigation","Cmdlet","ProcessMitigations","1.0.12","Public","ProcessMitigations","ProcessMitigations","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Get-ProvisioningPackage
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-ProvisioningPackage","Cmdlet","Provisioning","3.0","Public","Provisioning","Provisioning","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2097108",,,,,"
Get-PSBreakpoint [[-Script] <string[]>] [-Runspace <runspace>] [<CommonParameters>]

Get-PSBreakpoint -Command <string[]> [-Script <string[]>] [-Runspace <runspace>] [<CommonParameters>]

Get-PSBreakpoint -Variable <string[]> [-Script <string[]>] [-Runspace <runspace>] [<CommonParameters>]

Get-PSBreakpoint [-Type] <BreakpointType[]> [-Script <string[]>] [-Runspace <runspace>] [<CommonParameters>]

Get-PSBreakpoint [-Id] <int[]> [-Runspace <runspace>] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PSBreakpoint","Cmdlet","Microsoft.PowerShell.Utility","7.0.0.0","Public","Microsoft.PowerShell.Utility","Microsoft.PowerShell.Utility","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2096705",,,,,"
Get-PSCallStack [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PSCallStack","Cmdlet","Microsoft.PowerShell.Utility","7.0.0.0","Public","Microsoft.PowerShell.Utility","Microsoft.PowerShell.Utility","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2096494",,,,,"
Get-PSDrive [[-Name] <string[]>] [-Scope <string>] [-PSProvider <string[]>] [<CommonParameters>]

Get-PSDrive [-LiteralName] <string[]> [-Scope <string>] [-PSProvider <string[]>] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PSDrive","Cmdlet","Microsoft.PowerShell.Management","7.0.0.0","Public","Microsoft.PowerShell.Management","Microsoft.PowerShell.Management","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkId=517012",,,,,"
Get-PSHostProcessInfo [[-Name] <string[]>] [<CommonParameters>]

Get-PSHostProcessInfo [-Process] <Process[]> [<CommonParameters>]

Get-PSHostProcessInfo [-Id] <int[]> [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PSHostProcessInfo","Cmdlet","Microsoft.PowerShell.Core","7.2.6.500","Public","Microsoft.PowerShell.Core",,"PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2096816",,,,,"
Get-PSProvider [[-PSProvider] <string[]>] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PSProvider","Cmdlet","Microsoft.PowerShell.Management","7.0.0.0","Public","Microsoft.PowerShell.Management","Microsoft.PowerShell.Management","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkId=528807",,,,,"
Get-PSReadLineKeyHandler [-Bound] [-Unbound] [<CommonParameters>]

Get-PSReadLineKeyHandler [-Chord] <string[]> [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PSReadLineKeyHandler","Cmdlet","PSReadLine","2.1.0","Public","PSReadLine","PSReadLine","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkId=528808",,,,,"
Get-PSReadLineOption [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Get-PSReadLineOption","Cmdlet","PSReadLine","2.1.0","Public","PSReadLine","PSReadLine","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
